date, pm25, pm10, o3, no2, so2, co
2019/4/12, 117, 53, 43, 44, 5, 6
2019/4/13, 116, 43, 40, 25, 5, 5
2019/4/14, 84, 57, 32, 38, 6, 6
2019/4/15, 71, 51, 32, 48, 5, 7
2019/4/16, 86, 45, 41, 45, 6, 6
2019/4/17, 82, 45, 25, 33, 5, 5
2019/4/18, 90, 47, 30, 28, 4, 4
2019/4/19, 83, 49, 38, 28, 4, 5
2019/4/20, 95, 37, 31, 22, 4, 5
2019/4/21, 87, 85, 41, 45, 6, 7
2019/4/22, 132, 87, 33, 54, 5, 8
2019/4/23, 148, 62, 34, 33, 5, 6
2019/4/24, 139, 42, 24, 26, 4, 5
2019/4/25, 74, 10, 26, 19, 4, 4
2019/4/26, 27, 20, 30, 28, 4, 5
2019/4/27, 47, 21, 41, 20, 5, 4
2019/4/28, 60, 22, 33, 38, 5, 5
2019/4/29, 71, 41, 40, 42, 5, 6
2019/4/30, 88, 59, 43, 29, 5, 5
2019/5/1, 106, 55, 36, 27, 5, 4
2019/5/2, 65, 56, 40, 46, 8, 7
2019/5/3, 107, 74, 62, 50, 6, 8
2019/5/4, 155, 70, 66, 38, 7, 7
2019/5/5, 139, 39, 41, 11, 4, 3
2019/5/6, 47, 55, 43, 30, 6, 5
2019/5/7, 73, 57, 55, 31, 7, 6
2019/5/8, 93, 53, 41, 38, 6, 5
2019/5/9, 94, 66, 52, 48, 7, 7
2019/5/10, 124, 69, 49, 55, 6, 7
2019/5/11, 131, 61, 80, 40, 7, 6
2019/5/12, 124, 63, 41, 51, 7, 6
2019/5/13, 132, 46, 54, 33, 6, 4
2019/5/14, 110, 70, 62, 41, 7, 7
2019/5/15, 153, 69, 58, 39, 6, 6
2019/5/16, 142, 62, 43, 44, 6, 6
2019/5/17, 130, 34, 36, 20, 5, 4
2019/5/18, 67, 16, 26, 14, 3, 4
2019/5/19, 45, 41, 32, 16, 5, 4
2019/5/20, 55, 60, 52, 23, 7, 5
2019/5/21, 84, 63, 53, 27, 8, 6
2019/5/22, 103, 74, 77, 39, 9, 8
2019/5/23, 141, 79, 105, 51, 7, 8
2019/5/24, 156, 76, 55, 32, 9, 7
2019/5/25, 137, 46, 67, 27, 6, 5
2019/5/26, 90, 26, 33, 19, 5, 4
2019/5/27, 62, 26, 35, 19, 5, 3
2019/5/28, 37, 56, 50, 31, 7, 5
2019/5/29, 92, 53, 54, 34, 6, 6
2019/5/30, 98, 24, 46, 18, 6, 3
2019/5/31, 55, 39, 49, 20, 5, 5
2019/6/1, 97, 41, 72, 25, 4, 5
2019/6/2, 90, 45, 53, 34, 6, 6
2019/6/3, 86, 30, 32, 26, 6, 5
2019/6/4, 76, 51, 38, 31, 5, 5
2019/6/5, 129, 56, 30, 36, 5, 6
2019/6/6, 129, 19, 50, 13, 4, 4
2019/6/7, 46, 30, 43, 24, 5, 4
2019/6/8, 70, 42, 51, 19, 5, 5
2019/6/9, 94, 14, 31, 14, 4, 3
2019/6/10, 37, 17, 36, 17, 4, 3
2019/6/11, 44, 35, 35, 31, 5, 5
2019/6/12, 72, 34, 45, 42, 5, 5
2019/6/13, 79, 35, 46, 48, 4, 4
2019/6/14, 81, 39, 40, 17, 4, 4
2019/6/15, 84, 16, 44, 14, 4, 4
2019/6/16, 48, 25, 40, 23, 6, 4
2019/6/17, 65, 35, 30, 28, 6, 5
2019/6/18, 89, 36, 39, 19, 4, 5
2019/6/19, 94, 29, 33, , 4, 6
2019/6/20, 70, 30, 36, 22, 4, 4
2019/6/21, 78, 10, 38, 18, 4, 3
2019/6/22, 22, 11, 40, 11, 4, 3
2019/6/23, 27, 21, 46, 25, 5, 4
2019/6/24, 50, 31, 56, 28, 5, 5
2019/6/25, 68, 30, 47, 33, 6, 5
2019/6/26, 63, 19, 37, 22, 5, 4
2019/6/27, 41, 37, 34, 33, 6, 5
2019/6/28, 81, 23, 31, 22, 4, 4
2019/6/29, 59, 29, 35, 14, 6, 4
2019/6/30, 74, 34, 47, 20, 5, 4
2019/1/1, 90, 37, 13, 36, 6, 6
2019/1/2, 82, 40, 6, 44, 5, 7
2019/1/3, 82, 60, 3, 62, 7, 12
2019/1/4, 135, 61, 17, 30, 5, 6
2019/1/5, 116, 52, 11, 38, 6, 5
2019/1/6, 86, 56, 11, 50, 8, 9
2019/1/7, 118, 46, 20, 27, 7, 4
2019/1/8, 76, 53, 13, 36, 7, 5
2019/1/9, 84, 58, 4, 50, 7, 8
2019/1/10, 112, 70, 5, 57, 8, 12
2019/1/11, 156, 81, 12, 59, 7, 13
2019/1/12, 166, 90, 18, 49, 7, 15
2019/1/13, 173, 118, 5, 68, 7, 17
2019/1/14, 204, 104, 16, 32, 6, 10
2019/1/15, 154, 50, 15, 26, 5, 5
2019/1/16, 72, 47, 16, 40, 7, 7
2019/1/17, 86, 54, 8, 54, 7, 11
2019/1/18, 113, 81, 11, 62, 8, 12
2019/1/19, 162, 65, 23, 18, 6, 6
2019/1/20, 105, 47, 11, 42, 6, 6
2019/1/21, 84, 66, 13, 50, 6, 11
2019/1/22, 116, 69, 22, 42, 7, 10
2019/1/23, 126, 47, 11, 41, 6, 8
2019/1/24, 82, 50, 22, 30, 6, 6
2019/1/25, 82, 48, 20, 20, 6, 4
2019/1/26, 78, 41, 17, 36, 5, 7
2019/1/27, 80, 74, 20, 23, 6, 5
2019/1/28, 86, 67, 8, 46, 6, 7
2019/1/29, 89, 62, 8, 56, 7, 8
2019/1/30, 114, 69, 15, 13, 6, 5
2019/1/31, 83, 43, 13, 33, 5, 6
2019/2/1, 71, 57, 7, 52, 5, 8
2019/2/2, 121, 39, 20, 32, 4, 7
2019/2/3, 107, 67, 24, 21, 5, 5
2019/2/4, 118, 73, 21, 44, 6, 8
2019/2/5, 100, 80, 19, 44, 6, 8
2019/2/6, 121, 59, 24, 19, 5, 4
2019/2/7, 103, 35, 22, 27, 5, 5
2019/2/8, 69, 40, 20, 20, 6, 4
2019/2/9, 70, 46, 18, 28, 6, 5
2019/2/10, 79, 44, 24, 27, 8, 5
2019/2/11, 88, 59, 22, 34, 8, 8
2019/2/12, 124, 42, 21, 30, 6, 5
2019/2/13, 82, 55, 11, 49, 8, 7
2019/2/14, 98, 42, 20, 46, 5, 6
2019/2/15, 103, 59, 25, 23, 6, 8
2019/2/16, 145, 40, 25, 29, 6, 5
2019/2/17, 92, 46, 6, 61, 6, 8
2019/2/18, 97, 47, 11, 49, 4, 7
2019/2/19, 117, 55, 23, 37, 4, 8
2019/2/20, 136, 72, 16, 52, 6, 10
2019/2/21, 162, 70, 18, 62, 6, 11
2019/2/22, 157, 57, 27, 59, 6, 9
2019/2/23, 127, 64, 28, 55, 7, 10
2019/2/24, 142, 76, 28, 43, 5, 9
2019/2/25, 152, 58, 19, 45, 6, 8
2019/2/26, 98, 68, 21, 59, 9, 8
2019/2/27, 141, 76, 35, 55, 8, 9
2019/2/28, 157, 93, 46, 58, 8, 10
2019/3/1, 177, 91, 41, 66, 8, 11
2019/3/2, 177, 86, 41, 57, 7, 9
2019/3/3, 169, 122, 32, 58, 9, 10
2019/3/4, 201, 136, 31, 43, 8, 10
2019/3/5, 210, 106, 41, 45, 7, 9
2019/3/6, 187, 55, 32, 31, 4, 6
2019/3/7, 121, 53, 24, 43, 6, 5
2019/3/8, 97, 48, 14, 64, 7, 7
2019/3/9, 107, 51, 31, 40, 5, 5
2019/3/10, 120, 69, 20, 46, 5, 6
2019/3/11, 139, 74, 23, 29, 4, 7
2019/3/12, 127, 46, 32, 19, 4, 4
2019/3/13, 48, 47, 26, 37, 5, 5
2019/3/14, 82, 54, 23, 35, 5, 5
2019/3/15, 115, 46, 26, 30, 4, 4
2019/3/16, 106, 44, 33, 27, 5, 4
2019/3/17, 90, 46, 15, 53, 5, 6
2019/3/18, 90, 63, 22, 63, 6, 9
2019/3/19, 128, 83, 27, 63, 5, 9
2019/3/20, 169, 37, 31, 25, 3, 5
2019/3/21, 96, 41, 31, 16, 3, 3
2019/3/22, 75, 27, 29, 24, 4, 4
2019/3/23, 64, 31, 34, 20, 5, 3
2019/3/24, 59, 50, 33, 36, 5, 6
2019/3/25, 104, 63, 31, 33, 5, 6
2019/3/26, 119, 80, 52, , 7, 7
2019/3/27, 156, 75, 29, 34, 5, 7
2019/3/28, 138, 45, 34, 28, 6, 4
2019/3/29, 78, 41, 31, 21, 4, 4
2019/3/30, 91, 44, 29, 14, 3, 4
2019/3/31, 91, 30, 33, 22, 5, 4
2018/10/1, 37, 28, 27, 23, 3, 5
2018/10/2, 63, 29, 30, 33, 4, 5
2018/10/3, 71, 23, 32, 25, 3, 5
2018/10/4, 53, 11, 28, 19, 3, 4
2018/10/5, 25, 7, 30, 14, 4, 3
2018/10/6, 14, 29, 30, 19, 3, 5
2018/10/7, 50, 24, 24, 28, 4, 5
2018/10/8, 36, 29, 14, 35, 5, 6
2018/10/9, 57, 22, 21, 15, 4, 4
2018/10/10, 49, 19, 22, 16, 3, 4
2018/10/11, 36, 26, 16, 28, 4, 5
2018/10/12, 59, 35, 18, 43, 5, 7
2018/10/13, 88, 40, 35, 33, 4, 6
2018/10/14, 89, 61, 38, 38, 5, 8
2018/10/15, 127, 53, 24, 38, 6, 8
2018/10/16, 101, 40, 23, 39, 6, 7
2018/10/17, 74, 16, 20, 26, 4, 5
2018/10/18, 36, 20, 22, 29, 3, 5
2018/10/19, 42, 43, 19, 45, 6, 8
2018/10/20, 82, 41, 35, 42, 5, 8
2018/10/21, 88, 53, 22, 58, 7, 9
2018/10/22, 111, 52, 18, 53, 6, 9
2018/10/23, 108, 48, 20, 40, 5, 7
2018/10/24, 78, 43, 16, 50, 6, 8
2018/10/25, 81, 40, 14, 44, 5, 7
2018/10/26, 79, 30, 21, 15, 4, 3
2018/10/27, 26, 15, 15, 27, 4, 5
2018/10/28, 34, 18, 19, 23, 4, 5
2018/10/29, 36, 23, 17, 21, 5, 5
2018/10/30, 52, 23, 20, 25, 5, 5
2018/10/31, 55, 38, 15, 41, 6, 9
2018/11/1, 82, 48, 11, 58, 6, 11
2018/11/2, 100, 59, 13, 62, 7, 11
2018/11/3, 127, 48, 25, 46, 6, 10
2018/11/4, 114, 63, 12, 56, 6, 11
2018/11/5, 137, 88, 5, 73, 7, 13
2018/11/6, 170, 64, 9, 43, 5, 9
2018/11/7, 138, 9, 16, 27, 4, 5
2018/11/8, 26, 40, 28, 24, 6, 7
2018/11/9, 85, 71, 27, 38, 7, 9
2018/11/10, 154, 66, 12, 39, 6, 10
2018/11/11, 141, 33, 14, 37, 6, 7
2018/11/12, 67, 45, 14, 43, 6, 9
2018/11/13, 96, 38, 14, 44, 6, 8
2018/11/14, 91, 54, 8, 57, 6, 10
2018/11/15, 122, 60, 18, 47, 7, 11
2018/11/16, 144, 36, 10, 33, 6, 7
2018/11/17, 80, 41, 15, 37, 7, 9
2018/11/18, 91, 60, 14, 45, 7, 11
2018/11/19, 121, 50, 14, 42, 7, 8
2018/11/20, 80, 38, 16, 40, 6, 6
2018/11/21, 71, 24, 20, 23, 6, 4
2018/11/22, 43, 24, 16, 35, 6, 6
2018/11/23, 51, 24, 10, 36, 5, 6
2018/11/24, 69, 47, 8, 40, 5, 10
2018/11/25, 128, 62, 8, 47, 7, 12
2018/11/26, 140, 97, 8, 48, 7, 11
2018/11/27, 158, 100, 15, 33, 6, 5
2018/11/28, 90, 71, 4, 46, 7, 8
2018/11/29, 85, 60, 9, 45, 6, 8
2018/11/30, 88, 51, 7, 55, 7, 10
2018/12/1, 92, 54, 8, 44, 6, 9
2018/12/2, 96, 47, 8, 43, 6, 9
2018/12/3, 92, 37, 16, 26, 4, 7
2018/12/4, 76, 32, 18, 27, 6, 5
2018/12/5, 53, 41, 14, 30, 6, 6
2018/12/6, 74, 26, 24, 13, 4, 3
2018/12/7, 40, 26, 20, 14, 5, 4
2018/12/8, 40, 24, 21, 21, 6, 5
2018/12/9, 45, 36, 6, 46, 6, 8
2018/12/10, 74, 44, 4, 50, 7, 9
2018/12/11, 92, 48, 17, 30, 7, 7
2018/12/12, 94, 42, 19, 33, 7, 6
2018/12/13, 91, 35, 12, 32, 6, 6
2018/12/14, 73, 58, 4, 55, 7, 11
2018/12/15, 132, 56, 3, 57, 7, 11
2018/12/16, 143, 67, 13, 41, 8, 10
2018/12/17, 145, 52, 10, 50, 7, 9
2018/12/18, 100, 56, 12, 50, 8, 10
2018/12/19, 114, 62, 5, 61, 8, 11
2018/12/20, 129, 72, 3, 69, 10, 13
2018/12/21, 148, 78, 11, 63, 9, 14
2018/12/22, 163, 54, 24, 25, 6, 7
2018/12/23, 98, 25, 18, 18, 6, 5
2018/12/24, 52, 39, 4, , 7, 8
2018/12/25, 86, 52, 17, , 7, 7
2018/12/26, 94, 30, 21, 18, 5, 4
2018/12/27, 35, 40, 17, 22, 6, 5
2018/12/28, 56, 43, 21, 18, 5, 4
2018/12/29, 40, 36, 16, 29, 6, 6
2018/12/30, 69, , , , , 
2018/7/1, 33, 9, 27, 26, 4, 4
2018/7/2, 26, 13, 18, 19, 4, 4
2018/7/3, 32, 25, 29, 23, 5, 4
2018/7/4, 54, 22, 17, 20, 4, 4
2018/7/5, 62, 7, 20, 11, 4, 3
2018/7/6, 13, 8, 25, 11, 4, 3
2018/7/7, 17, 12, 30, 12, 4, 3
2018/7/8, 26, 10, 14, 16, 4, 3
2018/7/9, 20, 24, 4, 27, 4, 5
2018/7/10, 46, 37, 10, 23, 5, 5
2018/7/11, 76, 29, 8, 18, 6, 4
2018/7/12, 65, 24, 18, 19, 7, 3
2018/7/13, 58, 22, 23, 17, 6, 3
2018/7/14, 56, 24, 38, 15, 6, 3
2018/7/15, 64, 29, 31, 23, 7, 4
2018/7/16, 73, 34, 23, 22, 7, 4
2018/7/17, 86, 40, 32, 22, 6, 4
2018/7/18, 97, 33, 34, 19, 4, 3
2018/7/19, 86, 40, 61, 31, 6, 4
2018/7/20, 92, 43, 78, 31, 6, 5
2018/7/21, 99, 33, 62, 21, 4, 4
2018/7/22, 82, 37, 52, 23, 7, 3
2018/7/23, 82, 45, 96, 28, 5, 4
2018/7/24, 104, 37, 31, 21, 6, 4
2018/7/25, 84, 46, 38, 24, 6, 4
2018/7/26, 98, 53, 55, 23, 4, 4
2018/7/27, 113, 44, 33, 30, 4, 5
2018/7/28, 94, 19, 30, 13, 5, 3
2018/7/29, 51, 9, 29, 13, 4, 3
2018/7/30, 22, 19, 56, 18, 4, 3
2018/7/31, 44, 36, 81, 25, 4, 4
2018/8/1, 79, 45, 96, 26, 5, 5
2018/8/2, 100, 51, 81, 24, 5, 5
2018/8/3, 118, 31, 36, 15, 6, 3
2018/8/4, 75, 29, 26, 9, 4, 2
2018/8/5, 72, 35, 32, 18, 4, 3
2018/8/6, 82, 21, 46, 18, 3, 4
2018/8/7, 48, 29, 28, 15, 4, 3
2018/8/8, 70, 29, 21, 18, 4, 3
2018/8/9, 73, 15, 32, 16, 3, 4
2018/8/10, 38, 10, 38, 15, 4, 4
2018/8/11, 22, 15, 44, 13, 4, 4
2018/8/12, 41, 36, 35, 18, 4, 4
2018/8/13, 86, 30, 41, 21, 5, 3
2018/8/14, 73, 32, 51, 19, 3, 3
2018/8/15, 72, 16, 27, 12, 3, 2
2018/8/16, 34, 13, 26, 12, 4, 3
2018/8/17, 22, 18, 43, 14, 5, 3
2018/8/18, 30, 26, 66, 17, 4, 3
2018/8/19, 57, 42, 45, 24, 5, 4
2018/8/20, 89, 26, 25, 19, 4, 3
2018/8/21, 56, 28, 39, 22, 4, 3
2018/8/22, 65, 13, 12, 11, 4, 2
2018/8/23, 26, 8, 19, 12, 3, 3
2018/8/24, 18, 27, 36, 15, 5, 4
2018/8/25, 57, 20, 29, 16, 4, 4
2018/8/26, 47, 9, 20, 18, 3, 4
2018/8/27, 23, 11, 7, 19, 4, 4
2018/8/28, 23, 14, 6, 14, 4, 3
2018/8/29, 29, 31, 30, 21, 4, 5
2018/8/30, 70, 28, 36, 21, 5, 5
2018/8/31, 67, 21, 29, 17, 4, 4
2018/9/1, 45, 14, 38, 12, 4, 3
2018/9/2, 28, 16, 15, 22, 3, 4
2018/9/3, 36, 18, 29, 16, 4, 4
2018/9/4, 36, 31, 39, 18, 5, 4
2018/9/5, 47, 42, 48, 24, 5, 6
2018/9/6, 83, 30, 40, 15, 4, 4
2018/9/7, 58, 28, 34, 19, 4, 4
2018/9/8, 47, 25, 38, 17, 4, 4
2018/9/9, 49, 12, 28, 12, 3, 3
2018/9/10, 21, 13, 26, 13, 3, 3
2018/9/11, 23, 17, 33, 18, 3, 3
2018/9/12, 32, 22, 22, 25, 4, 4
2018/9/13, 43, 21, 19, 21, 3, 4
2018/9/14, 45, 13, 17, 22, 4, 4
2018/9/15, 28, 42, 33, 18, 4, 5
2018/9/16, 101, 33, 32, 20, 4, 5
2018/9/17, 72, 41, 30, 32, 5, 6
2018/9/18, 76, 45, 24, 35, 4, 6
2018/9/19, 85, 17, 30, 18, 3, 4
2018/9/20, 44, 8, 23, 22, 4, 4
2018/9/21, 19, 36, 35, 28, 4, 5
2018/9/22, 54, 34, 40, 13, 5, 4
2018/9/23, 53, 16, 26, 10, 4, 3
2018/9/24, 24, 15, 29, 11, 3, 3
2018/9/25, 29, 8, 31, 9, 3, 3
2018/9/26, 19, 9, 26, 14, 3, 3
2018/9/27, 19, 14, 19, 22, 3, 4
2018/9/28, 27, 16, 26, 23, 3, 4
2018/9/29, 36, 22, 36, 18, 3, 3
2018/9/30, 44, 18, 24, 13, 3, 3
2018/4/1, 128, 72, 30, 29, 8, 6
2018/4/2, 103, 69, 21, 30, 8, 6
2018/4/3, 84, 15, 28, 20, 4, 5
2018/4/4, 28, 7, 23, 22, 4, 5
2018/4/5, 18, 91, 26, 20, 4, 6
2018/4/6, 87, 54, 31, 15, 4, 5
2018/4/7, 87, 30, 29, 22, 4, 5
2018/4/8, 61, 46, 18, 44, 5, 7
2018/4/9, 103, 54, 34, 33, 5, 6
2018/4/10, 79, 65, 36, 27, 6, 6
2018/4/11, 94, 52, 33, 36, 7, 5
2018/4/12, 64, 39, 30, 35, 5, 6
2018/4/13, 59, 23, 30, 19, 4, 5
2018/4/14, 51, 69, 31, 19, 4, 5
2018/4/15, 88, 44, 28, 31, 5, 6
2018/4/16, 89, 63, 37, 43, 6, 7
2018/4/17, 111, 71, 37, 46, 7, 7
2018/4/18, 122, 78, 47, 53, 9, 8
2018/4/19, 140, 91, 52, 65, 10, 10
2018/4/20, 160, 70, 38, 59, 8, 9
2018/4/21, 120, 39, 37, 32, 4, 6
2018/4/22, 82, 10, 41, 17, 4, 4
2018/4/23, 32, 9, 33, 18, 4, 5
2018/4/24, 22, 39, 33, 39, 5, 6
2018/4/25, 97, 51, 43, 44, 6, 7
2018/4/26, 115, 61, 40, 42, 8, 7
2018/4/27, 135, 63, 39, 39, 6, 7
2018/4/28, 123, 61, 70, 33, 7, 7
2018/4/29, 119, 80, 48, 34, 8, 8
2018/4/30, 168, 65, 37, 25, 4, 7
2018/5/1, 157, 49, 25, 30, 4, 6
2018/5/2, 126, 32, 33, 19, 4, 4
2018/5/3, 54, 53, 41, 25, 5, 5
2018/5/4, 78, 49, 65, 22, 6, 5
2018/5/5, 85, 15, 42, 15, 4, 4
2018/5/6, 42, 40, 33, 31, 4, 6
2018/5/7, 81, 22, 39, 16, 4, 4
2018/5/8, 33, 25, 36, 19, 4, 4
2018/5/9, 37, 55, 42, 31, 6, 5
2018/5/10, 102, 66, 41, 32, 5, 6
2018/5/11, 143, 34, 19, 45, 4, 7
2018/5/12, 81, 26, 31, 22, 4, 5
2018/5/13, 69, 76, 52, 38, 5, 8
2018/5/14, 160, 78, 44, 46, 5, 10
2018/5/15, 158, 35, 7, 31, 4, 6
2018/5/16, 92, 15, 12, 31, 5, 6
2018/5/17, 43, 11, 12, 20, 4, 4
2018/5/18, 25, 11, 31, 14, 5, 3
2018/5/19, 21, 11, 32, 15, 5, 3
2018/5/20, 21, 21, 34, 24, 4, 4
2018/5/21, 44, 43, 29, 31, 4, 6
2018/5/22, 98, 46, 37, 17, 4, 4
2018/5/23, 54, 89, 53, 32, 7, 7
2018/5/24, 103, 89, 47, 37, 7, 7
2018/5/25, 132, 80, 87, 43, 6, 7
2018/5/26, 145, 68, 49, 30, 7, 6
2018/5/27, 113, 57, 49, 34, 6, 6
2018/5/28, 102, 49, 35, 29, 6, 5
2018/5/29, 107, 52, 34, 26, 4, 5
2018/5/30, 100, 51, 39, 26, 5, 5
2018/5/31, 99, 48, 52, 39, 5, 7
2018/6/1, 91, 48, 43, 39, 7, 6
2018/6/2, 95, 36, 57, 31, 5, 5
2018/6/3, 85, 48, 39, 39, 7, 6
2018/6/4, 103, 51, 56, 26, 7, 5
2018/6/5, 115, 52, 47, 27, 7, 5
2018/6/6, 125, 54, 33, 33, 5, 5
2018/6/7, 122, 41, 35, 21, 4, 4
2018/6/8, 95, 46, 46, 21, 4, 5
2018/6/9, 97, 9, 33, 10, 5, 4
2018/6/10, 22, 11, 22, 18, 5, 4
2018/6/11, 23, 16, 29, 19, 4, 4
2018/6/12, 38, 33, 41, 27, 5, 5
2018/6/13, 82, 35, 27, 24, 4, 5
2018/6/14, 90, 15, 32, 15, 4, 4
2018/6/15, 32, 23, 46, 18, 5, 5
2018/6/16, 51, 57, 53, 26, 5, 5
2018/6/17, 127, 52, 50, 34, 5, 6
2018/6/18, 118, 47, 40, 37, 9, 5
2018/6/19, 108, 52, 40, 20, 5, 4
2018/6/20, 116, 46, 43, 20, 4, 5
2018/6/21, 101, 47, 45, 33, 5, 6
2018/6/22, 103, 44, 50, 30, 8, 6
2018/6/23, 93, 65, 84, 19, 7, 6
2018/6/24, 139, 64, 80, 39, 6, 7
2018/6/25, 127, 54, 37, 33, 6, 7
2018/6/26, 129, 31, 41, 24, 5, 6
2018/6/27, 79, 25, 22, 30, 4, 6
2018/6/28, 69, 44, 54, 30, 5, 6
2018/6/29, 101, 55, 30, 37, 5, 8
2018/6/30, 129, 14, 17, 20, 4, 4
2018/1/1, 82, 42, 12, 38, 9, 8
2018/1/2, 72, 40, 13, 25, 8, 5
2018/1/3, 74, 49, 13, 37, 8, 7
2018/1/4, 85, 62, 8, 48, 9, 9
2018/1/5, 114, 51, 12, 38, 9, 7
2018/1/6, 106, 58, 4, 50, 8, 11
2018/1/7, 129, 59, 20, 54, 9, 10
2018/1/8, 131, 45, 21, 22, 8, 4
2018/1/9, 79, 34, 18, 17, 7, 4
2018/1/10, 56, 37, 17, 19, 7, 5
2018/1/11, 84, 26, 18, 29, 7, 5
2018/1/12, 60, 51, 3, 50, 8, 10
2018/1/13, 120, 66, 11, 42, 8, 9
2018/1/14, 145, 67, 12, 54, 10, 9
2018/1/15, 127, 93, 3, 73, 11, 16
2018/1/16, 171, 95, 7, 63, 11, 12
2018/1/17, 177, 80, 12, 44, 10, 9
2018/1/18, 143, 63, 15, 40, 9, 7
2018/1/19, 89, 88, 17, 51, 12, 11
2018/1/20, 132, 62, 11, 43, 8, 8
2018/1/21, 102, 52, 13, 46, 8, 8
2018/1/22, 88, 28, 23, 16, 6, 4
2018/1/23, 46, 33, 23, 15, 7, 4
2018/1/24, 38, 27, 19, 17, 7, 4
2018/1/25, 49, 36, 23, 20, 9, 5
2018/1/26, 68, 49, 8, 42, 8, 8
2018/1/27, 86, 36, 23, 23, 7, 5
2018/1/28, 70, 52, 20, 22, 9, 5
2018/1/29, 60, 47, 9, 43, 9, 7
2018/1/30, 73, 46, 10, 41, 8, 7
2018/1/31, 71, 45, 15, 44, 8, 8
2018/2/1, 79, 58, 8, 55, 9, 10
2018/2/2, 104, 40, 20, 17, 7, 5
2018/2/3, 68, 36, 22, 15, 7, 4
2018/2/4, 72, 29, 19, 20, 7, 4
2018/2/5, 61, 35, 21, 19, 7, 4
2018/2/6, 69, 44, 11, 38, 8, 7
2018/2/7, 88, 56, 6, 58, 9, 10
2018/2/8, 115, 68, 6, 67, 11, 12
2018/2/9, 147, 71, 22, 16, 9, 6
2018/2/10, 119, 56, 24, 19, 8, 4
2018/2/11, 62, 55, 21, 23, 8, 4
2018/2/12, 64, 57, 16, 36, 10, 6
2018/2/13, 72, 68, 22, 34, 10, 6
2018/2/14, 106, 44, 23, 20, 8, 4
2018/2/15, 65, 51, 29, 33, 7, 6
2018/2/16, 82, 54, 27, 15, 7, 4
2018/2/17, 49, 42, 16, 29, 9, 6
2018/2/18, 69, 63, 13, 52, 9, 9
2018/2/19, 124, 65, 22, 39, 8, 8
2018/2/20, 123, 43, 22, 25, 8, 5
2018/2/21, 75, 50, 22, 40, 9, 7
2018/2/22, 94, 81, 21, 41, 7, 9
2018/2/23, 149, 74, 19, 31, 7, 8
2018/2/24, 142, 52, 21, 42, 7, 7
2018/2/25, 103, 64, 11, 66, 11, 10
2018/2/26, 128, 86, 2, 83, 15, 15
2018/2/27, 164, 62, 13, 46, 9, 9
2018/2/28, 117, 45, 32, 20, 6, 6
2018/3/1, 101, 70, 30, 41, 7, 6
2018/3/2, 99, 62, 15, 52, 10, 8
2018/3/3, 95, 32, 16, 40, 7, 7
2018/3/4, 76, 9, 32, 18, 5, 5
2018/3/5, 22, 33, 20, 35, 5, 6
2018/3/6, 68, 33, 19, 29, 5, 5
