date, pm25, pm10, o3, no2, so2, co
2014/12/3, 57, 48, 13, 25, 9, 5
2014/12/4, 59, 33, 17, 20, 9, 4
2014/12/5, 53, 37, 15, 21, 8, 4
2014/12/6, 55, 51, 6, 39, 10, 7
2014/12/7, 81, 45, 13, 36, 9, 7
2014/12/8, 84, 54, 7, 52, 11, 10
2014/12/9, 97, 54, 2, 67, 11, 12
2014/12/10, 108, 51, 13, 31, 9, 7
2014/12/11, 94, 43, 9, 39, 9, 7
2014/12/12, 90, 34, 15, 20, 9, 5
2014/12/13, 64, 38, 8, 39, 11, 7
2014/12/14, 76, 51, 2, 49, 8, 10
2014/12/15, 98, 34, 16, 23, 9, 6
2014/12/16, 69, 22, 19, 16, 8, 3
2014/12/17, 33, 30, 17, 35, 9, 6
2014/12/18, 59, 50, 3, 56, 10, 10
2014/12/19, 96, 31, 15, 32, 9, 6
2014/12/20, 70, 21, 13, 23, 8, 4
2014/12/21, 54, 30, 7, 48, 8, 8
2014/12/22, 72, 49, 3, 67, 10, 14
2014/12/23, 103, 54, 13, 57, 13, 12
2014/12/24, 108, 31, 16, 23, 9, 5
2014/12/25, 68, 38, 8, 40, 10, 6
2014/12/26, 80, 58, 4, 63, 10, 12
2014/12/27, 110, 62, 2, 72, 10, 14
2014/12/28, 122, , , , , 
2014/8/2, 32, 14, 18, 18, 6, 2
2014/8/3, 21, 9, 23, 13, 6, 2
2014/8/4, 27, 10, 19, 23, 6, 4
2014/8/5, 89, 47, 36, 27, 7, 5
2014/8/6, 100, 49, 37, 39, 7, 5
2014/8/7, 82, 43, 13, 47, 6, 7
2014/8/8, 47, 21, 29, 23, 6, 4
2014/8/9, 51, 22, 36, 16, 5, 4
2014/8/10, 33, 12, 28, 15, 5, 3
2014/8/11, 48, 26, 30, 24, 6, 4
2014/8/12, 113, 59, 48, 28, 7, 5
2014/8/13, 147, 67, 20, 40, 7, 8
2014/8/14, 73, 30, 20, 33, 5, 5
2014/8/15, 76, 35, 30, 32, 6, 5
2014/8/16, 84, 44, 37, 32, 6, 5
2014/8/17, 84, 43, 7, 37, 5, 6
2014/8/18, 19, 8, 16, 22, 5, 4
2014/8/19, 33, 15, 17, 35, 6, 5
2014/8/20, 69, 34, 12, 41, 6, 6
2014/8/21, 42, 17, 13, 33, 5, 5
2014/8/22, 114, 62, 45, 30, 8, 8
2014/8/23, 154, 71, 40, 28, 9, 7
2014/8/24, 119, 61, 48, 34, 7, 7
2014/8/25, 109, 49, 26, 25, 5, 6
2014/8/26, 36, 13, 30, 25, 5, 4
2014/8/27, 22, 9, 22, 21, 5, 4
2014/8/28, 34, 19, 31, 29, 6, 4
2014/8/29, 62, 26, 27, 40, 6, 5
2014/8/30, 54, 23, 29, 32, 6, 4
2014/8/31, 62, 26, 26, 32, 6, 4
2014/9/1, 76, 33, 35, 45, 6, 5
2014/9/2, 52, 23, 17, 37, 5, 4
2014/9/3, 22, 7, 23, 27, 5, 3
2014/9/4, 38, 16, 26, 26, 6, 4
2014/9/5, 68, 28, 31, 37, 7, 5
2014/9/6, 84, 37, 48, 35, 7, 5
2014/9/7, 102, 48, 47, 27, 6, 6
2014/9/8, 114, 54, 43, 22, 6, 6
2014/9/9, 117, 56, 43, 19, 8, 6
2014/9/10, 64, 29, 35, 36, 6, 5
2014/9/11, 84, 40, 32, 35, 7, 5
2014/9/12, 87, 42, 16, 50, 6, 6
2014/9/13, 56, 23, 27, 33, 6, 4
2014/9/14, 33, 16, 27, 22, 6, 3
2014/9/15, 82, 40, 37, 29, 6, 5
2014/9/16, 62, 37, 26, 32, 7, 4
2014/9/17, 81, 53, 15, 42, 7, 5
2014/9/18, 49, 23, 16, 34, 6, 4
2014/9/19, 62, 31, 22, 46, 6, 5
2014/9/20, 72, 32, 29, 46, 6, 5
2014/9/21, 75, 32, 20, 40, 7, 5
2014/9/22, 74, 30, 32, 40, 6, 5
2014/9/23, 62, 26, 22, 38, 6, 4
2014/9/24, 48, 19, 21, 30, 6, 4
2014/9/25, 47, 22, 22, 41, 7, 5
2014/9/26, 60, 28, 15, 36, 7, 5
2014/9/27, 74, 34, 28, 31, 8, 5
2014/9/28, 91, 43, 18, 32, 7, 6
2014/9/29, 101, 50, 8, 44, 6, 7
2014/9/30, 52, 24, 16, 24, 6, 5
2020/3/31, , 65, 37, 22, 5, 4
2019/12/31, , 38, 3, 43, 4, 8
2018/12/31, , 40, 19, 32, 5, 7
2017/7/28, , 18, 26, 22, 6, 4
2017/8/5, , 43, 43, 46, 8, 6
2017/8/26, , 26, 21, 30, 5, 5
2017/9/22, , 75, 36, 28, 7, 6
2016/1/3, , 47, 18, 30, 8, 6
2014/12/31, , 52, 15, 14, 8, 4
2014/7/1, , 48, 57, 35, 8, 7
2014/7/2, , 70, 25, 25, 6, 4
2014/7/3, , 25, 40, 27, 7, 4
2014/7/4, , 19, 36, 46, 8, 5
2014/7/5, , 35, 37, 30, 6, 4
2014/7/6, , 27, 37, 30, 6, 4
2014/7/7, , 35, 61, 35, 7, 4
2014/7/8, , 32, 29, 41, 7, 5
2014/7/9, , 22, 13, 32, 6, 5
2014/7/10, , 33, 34, 24, 6, 4
2014/7/11, , 59, 52, 27, 10, 8
2014/7/12, , 67, 53, 25, 9, 6
2014/7/13, , 57, 39, 19, 8, 5
2014/7/14, , 70, 56, 24, 8, 6
2014/7/15, , 79, 53, 31, 7, 7
2014/7/16, , 55, 47, 30, 8, 5
2014/7/17, , 24, 26, 26, 7, 3
2014/7/18, , 16, 32, 30, 7, 3
2014/7/19, , 47, 25, 29, 8, 4
2014/7/20, , 56, 46, 22, 6, 3
2014/7/21, , 58, 30, 30, 9, 4
2014/7/22, , 19, 7, 19, 7, 3
2014/7/23, , 18, 15, 33, 7, 4
2014/7/24, , 12, 21, 39, 5, 4
2014/7/25, , 18, 14, 31, 6, 4
2014/7/26, , 32, 44, 17, 6, 4
2014/7/27, , 72, 67, 21, 6, 7
2014/7/28, , 66, 56, 38, 6, 7
2014/7/29, , 41, 47, 35, 7, 6
2014/7/30, , 30, 30, 30, 6, 4
2014/7/31, , 29, 21, 36, 7, 5
2014/8/1, , 18, 21, 32, 6, 4
2014/4/1, , 68, 31, 72, 11, 7
2014/4/2, , 63, 27, 55, 9, 6
2014/4/3, , 61, 27, 23, 6, 3
2014/4/4, , 22, 28, 31, 6, 4
2014/4/5, , 45, 34, 18, 6, 3
2014/4/6, , 38, 29, 42, 11, 6
2014/4/7, , 63, 26, 54, 10, 5
2014/4/8, , 52, 16, 63, 8, 7
2014/4/9, , 65, 25, 60, 8, 7
2014/4/10, , 58, 29, 57, 9, 8
2014/4/11, , 64, 10, 67, 9, 9
2014/4/12, , 69, 41, 48, 9, 8
2014/4/13, , 69, 34, 62, 10, 8
2014/4/14, , 66, 19, 55, 10, 8
2014/4/15, , 69, 18, 60, 14, 11
2014/4/16, , 113, 26, 64, 9, 10
2014/4/17, , 79, 30, 42, 7, 6
2014/4/18, , 64, 32, 32, 5, 5
2014/4/19, , 48, 42, 22, 7, 4
2014/4/20, , 42, 35, 37, 9, 6
2014/4/21, , 58, 40, 51, 10, 7
2014/4/22, , 61, 47, 58, 14, 9
2014/4/23, , 73, 46, 54, 12, 10
2014/4/24, , 93, 41, 80, 10, 8
2014/4/25, , 65, 33, 72, 10, 7
2014/4/26, , 56, 30, 25, 6, 4
2014/4/27, , 29, 25, 25, 5, 4
2014/4/28, , 13, 38, 24, 6, 4
2014/4/29, , 14, 31, 29, 7, 4
2014/4/30, , 27, 34, 39, 9, 5
2014/5/1, , 52, 44, 40, 10, 7
2014/5/2, , 71, 29, 21, 6, 3
2014/5/3, , 28, 36, 35, 9, 5
2014/5/4, , 40, 35, 15, 7, 3
2014/5/5, , 37, 29, 26, 9, 4
2014/5/6, , 40, 37, 35, 10, 5
2014/5/7, , 47, 32, 27, 6, 4
2014/5/8, , 36, 32, 48, 8, 7
2014/5/9, , 46, 34, 53, 7, 6
2014/5/10, , 39, 42, 21, 6, 4
2014/5/11, , 32, 42, 22, 9, 6
2014/5/12, , 39, 51, 36, 15, 10
2014/5/13, , 77, 61, 32, 15, 7
2014/5/14, , 71, 42, 28, 8, 5
2014/5/15, , 49, 35, 41, 12, 7
2014/5/16, , 53, 34, 56, 11, 6
2014/5/17, , 56, 52, 42, 9, 6
2014/5/18, , 56, 34, 53, 11, 6
2014/5/19, , 60, 40, 50, 9, 5
2014/5/20, , 66, 33, 29, 7, 4
2014/5/21, , 59, 38, 49, 9, 5
2014/5/22, , 46, 38, 46, 10, 7
2014/5/23, , 65, 28, 42, 9, 6
2014/5/24, , 63, 33, 25, 9, 5
2014/5/25, , 53, 38, 31, 9, 5
2014/5/26, , 74, 57, 34, 14, 6
2014/5/27, , 114, 76, 42, 11, 8
2014/5/28, , 123, 59, 43, 12, 8
2014/5/29, , 103, 52, 60, 12, 6
2014/5/30, , 69, 82, 58, 13, 7
2014/5/31, , 91, 47, 33, 9, 5
2014/6/1, , 79, 14, 60, 7, 6
2014/6/2, , 77, 31, 27, 6, 4
2014/6/3, , 30, 38, 18, 5, 3
2014/6/4, , 23, 39, 21, 6, 3
2014/6/5, , 21, 42, 28, 6, 3
2014/6/6, , 30, 38, 43, 7, 5
2014/6/7, , 39, 40, 21, 6, 3
2014/6/8, , 35, 34, 35, 7, 4
2014/6/9, , 44, 34, 39, 6, 4
2014/6/10, , 35, 17, 34, 6, 4
2014/6/11, , 22, 31, 30, 5, 4
2014/6/12, , 27, 40, 32, 6, 5
2014/6/13, , 58, 45, 30, 8, 5
2014/6/14, , 42, 54, 23, 8, 4
2014/6/15, , 44, 32, 35, 8, 4
2014/6/16, , 37, 66, 41, 9, 6
2014/6/17, , 68, 70, 29, 7, 5
2014/6/18, , 51, 36, 25, 7, 5
2014/6/19, , 53, 41, 30, 6, 6
2014/6/20, , 56, 34, 26, 6, 4
2014/6/21, , 27, 38, 23, 6, 4
2014/6/22, , 22, 19, 40, 6, 6
2014/6/23, , 33, 35, 32, 6, 5
2014/6/24, , 45, 44, 38, 8, 6
2014/6/25, , 55, 45, 32, 7, 5
2014/6/26, , 52, 29, 27, 6, 4
2014/6/27, , 37, 47, 21, 7, 4
2014/6/28, , 40, 47, 24, 7, 5
2014/6/29, , 35, 42, 35, 9, 5
2014/6/30, , 36, 68, 37, 8, 6
2014/1/1, , 85, 13, 37, 10, 5
2014/1/2, , 53, 3, 62, 11, 11
2014/1/3, , 57, 8, 37, 8, 6
2014/1/4, , 49, 10, 38, 7, 6
2014/1/5, , 43, 5, 58, 11, 10
2014/1/6, , 61, 2, 70, 14, 12
2014/1/7, , 74, 19, 39, 10, 7
2014/1/8, , 65, 21, 18, 5, 3
2014/1/9, , 21, 11, 39, 8, 5
2014/1/10, , 33, 8, 51, 10, 8
2014/1/11, , 49, 22, 38, 12, 7
2014/1/12, , 57, 17, 28, 6, 4
2014/1/13, , 30, 11, 42, 9, 5
2014/1/14, , 42, 12, 44, 10, 7
2014/1/15, , 56, 3, 66, 15, 12
2014/1/16, , 80, 6, 64, 12, 14
2014/1/17, , 94, 17, 29, 9, 6
2014/1/18, , 57, 10, 35, 11, 6
2014/1/19, , 50, 12, 42, 8, 7
2014/1/20, , 60, 19, 27, 15, 7
2014/1/21, , 78, 10, 55, 14, 12
2014/1/22, , 88, 6, 65, 11, 11
2014/1/23, , 57, 2, 72, 12, 12
2014/1/24, , 65, 13, 52, 9, 10
2014/1/25, , 53, 18, 28, 7, 4
2014/1/26, , 36, 5, 58, 11, 8
2014/1/27, , 40, 14, 40, 7, 4
2014/1/28, , 32, 4, 66, 10, 9
2014/1/29, , 47, 14, 42, 8, 5
2014/1/30, , 41, 17, 38, 7, 5
2014/1/31, , 25, 5, 45, 7, 6
2014/2/1, , 27, 6, 39, 5, 7
2014/2/2, , 23, 20, 19, 5, 3
2014/2/3, , 57, 20, 18, 7, 3
2014/2/4, , 36, 14, 35, 10, 5
2014/2/5, , 46, 7, 50, 10, 8
2014/2/6, , 51, 17, 33, 6, 4
2014/2/7, , 19, 18, 25, 5, 4
2014/2/8, , 10, 20, 23, 4, 4
2014/2/9, , 20, 19, 31, 6, 4
2014/2/10, , 27, 17, 33, 6, 4
2014/2/11, , 18, 11, 41, 6, 5
2014/2/12, , 23, 15, 41, 7, 6
2014/2/13, , 27, 17, 32, 6, 4
2014/2/14, , 18, 17, 43, 7, 7
2014/2/15, , 34, 17, 57, 11, 9
2014/2/16, , 60, 17, 50, 14, 9
2014/2/17, , 72, 23, 28, 6, 4
2014/2/18, , 23, 12, 40, 6, 5
2014/2/19, , 32, 20, 42, 11, 8
2014/2/20, , 62, 21, 44, 11, 8
2014/2/21, , 65, 25, 58, 13, 12
2014/2/22, , 82, 23, 52, 14, 12
2014/2/23, , 86, 19, 66, 21, 15
2014/2/24, , 119, 13, 81, 18, 17
2014/2/25, , 126, 20, 72, 15, 14
2014/2/26, , 108, 21, 68, 14, 14
2014/2/27, , 96, 17, 56, 13, 11
2014/2/28, , 95, 13, 56, 12, 10
2014/3/1, , 80, 29, 26, 6, 4
2014/3/2, , 30, 19, 56, 15, 7
2014/3/3, , 58, 26, 66, 18, 11
2014/3/4, , 76, 26, 20, 8, 4
2014/3/5, , 38, 21, 27, 9, 4
2014/3/6, , 34, 24, 26, 8, 4
2014/3/7, , 31, 19, 41, 10, 6
2014/3/8, , 43, 31, 24, 8, 4
2014/3/9, , 39, 20, 35, 9, 4
2014/3/10, , 40, 15, 54, 12, 6
2014/3/11, , 50, 6, 59, 9, 8
2014/3/12, , 40, 27, 25, 7, 4
2014/3/13, , 49, 27, 40, 8, 6
2014/3/14, , 60, 29, 41, 13, 7
2014/3/15, , 82, 32, 41, 13, 7
2014/3/16, , 81, 21, 45, 8, 7
2014/3/17, , 62, 25, 40, 8, 6
2014/3/18, , 91, 14, 50, 8, 7
2014/3/19, , 93, 24, 39, 7, 5
2014/3/20, , 58, 28, 29, 6, 4
2014/3/21, , 33, 26, 51, 11, 6
2014/3/22, , 60, 41, 43, 14, 6
2014/3/23, , 73, 30, 46, 11, 6
2014/3/24, , 58, 27, 44, 10, 4
2014/3/25, , 57, 25, 56, 10, 6
2014/3/26, , 63, 20, 75, 13, 9
2014/3/27, , 76, 34, 45, 12, 8
2014/3/28, , 93, 19, 49, 8, 6
2014/3/29, , 53, 43, 25, 7, 5
2014/3/30, , 38, 22, 64, 8, 8
2014/3/31, , 61, 26, 77, 9, 8
2013/12/31, , , 18, 34, 12, 6
